id	category	name	description	contributor_name	contributor_github_name	contributor_orcid	collection	concerns_data_topic	purpose_detail	is_open	requires_registration	url	formal_specification	used_in_bridge2ai	responsible_organization	has_application_json	has_application_name	has_application_id	has_application_references	has_application_description	has_application_category	has_application_used_in_bridge2ai	publication	related_to	has_training_resource	has_relevant_data_substrate	has_relevant_organization	subclass_of	contribution_date
B2AI_STANDARD:505	B2AI_STANDARD:OntologyOrVocabulary	NCRO	Non-Coding RNA Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:33]	An ontology for non-coding RNA, both of biological origin, and engineered.	True	False	https://github.com/OmniSearch/ncro	https://github.com/OmniSearch/ncro																
B2AI_STANDARD:506	B2AI_STANDARD:OntologyOrVocabulary	NCPT	Nutrition Care Process Terminology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Terms for nutrition assessment, diagnosis, intervention, and monitoring/evaluation.	False	True	https://www.ncpro.org/																	
B2AI_STANDARD:507	B2AI_STANDARD:OntologyOrVocabulary	OMO	OBO Metadata Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Terms that are used to annotate ontology terms for all OBO ontologies.	True	False	https://github.com/information-artifact-ontology/ontology-metadata	https://github.com/information-artifact-ontology/ontology-metadata																
B2AI_STANDARD:508	B2AI_STANDARD:OntologyOrVocabulary	ONTONEO	Obstetric and Neonatal Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A structured controlled vocabulary to provide a representation of the data from electronic health records involved in the care of pregnancy.	True	False	https://github.com/ontoneo-project/Ontoneo	https://github.com/ontoneo-project/Ontoneo																
B2AI_STANDARD:509	B2AI_STANDARD:OntologyOrVocabulary	ONTOAVIDA	OntoAvida ontology for Avida digital evolution platform	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Vocabulary for the description of the most widely-used computational approach for studying digital evolution.	True	False	https://gitlab.com/fortunalab/ontoavida	https://gitlab.com/fortunalab/ontoavida																
B2AI_STANDARD:510	B2AI_STANDARD:OntologyOrVocabulary	OBIB	Ontology for Biobanking	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Annotation and modeling of biobank repository and biobanking administration.	True	False	https://github.com/biobanking/biobanking	https://github.com/biobanking/biobanking																
B2AI_STANDARD:511	B2AI_STANDARD:OntologyOrVocabulary	OBI	Ontology for Biomedical Investigations	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Description of life-science and clinical investigations.	True	False	http://obi-ontology.org	https://github.com/obi-ontology/obi										doi:10.1371/journal.pone.0154556						
B2AI_STANDARD:512	B2AI_STANDARD:OntologyOrVocabulary	OGMS	Ontology for General Medical Science	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:4|B2AI_TOPIC:7]	Treatment of disease and diagnosis and on carcinomas and other pathological entities.	True	False	https://github.com/OGMS/ogms	https://github.com/OGMS/ogms																
B2AI_STANDARD:513	B2AI_STANDARD:OntologyOrVocabulary	OMIT	Ontology for MIRNA Target	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Data exchange standards and common data elements in the microRNA (miR) domain.	True	False	https://github.com/OmniSearch/omit	https://github.com/OmniSearch/omit																
B2AI_STANDARD:514	B2AI_STANDARD:OntologyOrVocabulary	ONE	Ontology for Nutritional Epidemiology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Research output of nutritional epidemiologic studies.	True	False	https://github.com/cyang0128/Nutritional-epidemiologic-ontologies	https://github.com/cyang0128/Nutritional-epidemiologic-ontologies										doi:10.3390/nu11061300						
B2AI_STANDARD:515	B2AI_STANDARD:OntologyOrVocabulary	ONS	Ontology for Nutritional Studies	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Description of concepts in the nutritional studies domain.	True	False	https://github.com/enpadasi/Ontology-for-Nutritional-Studies	https://github.com/enpadasi/Ontology-for-Nutritional-Studies										doi:10.1186/s12263-018-0601-y						
B2AI_STANDARD:516	B2AI_STANDARD:OntologyOrVocabulary	OAE	Ontology of Adverse Events	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:4|B2AI_TOPIC:7]	Ontology of Adverse Events (OAE) is a community-developed biomedical ontology following OBO Foundry principles that provides standardized representation and classification of adverse events resulting from medical interventions including drug administration, vaccination, medical devices, procedures, and dietary supplements, enabling systematic analysis of safety data across clinical trials, pharmacovigilance systems, and electronic health records. OAE structures adverse events hierarchically under upper-level classes from the Basic Formal Ontology (BFO), integrating with domain ontologies including OGMS (disease processes), VO (vaccine components), DRON (drug products), and UBERON (anatomical structures) to capture mechanistic relationships between interventions, biological processes, and observed adverse outcomes. The ontology distinguishes between adverse events (any untoward medical occurrence temporally associated with intervention use) and adverse drug reactions (events with causal relationship to intervention), incorporating causality assessment frameworks (Naranjo scale, WHO-UMC criteria) as logical axioms that infer ADR status based on evidence patterns. OAE represents clinical manifestations (symptoms, signs, laboratory abnormalities), severity grades (CTCAE scales from mild to life-threatening), temporal patterns (immediate hypersensitivity, delayed reactions, cumulative toxicity), and anatomical localizations, supporting detailed phenotyping of safety profiles. The ontology enables cross-study aggregation of adverse event data by providing standardized terms that harmonize heterogeneous reporting formats from FDA FAERS, EMA EudraVigilance, WHO VigiBase, and clinical trial databases, facilitating meta-analyses of intervention safety and identification of rare adverse events invisible in individual studies. OAE supports pharmacovigilance signal detection by structuring adverse event hierarchies that enable mining of parent-child term relationships, discovering drug-event associations through disproportionality analysis (ROR, IC025), and prioritizing signals for regulatory review. In vaccine safety surveillance, OAE terms annotate Brighton Collaboration case definitions for standardized adverse event reporting post-vaccination (AEFI), supporting global safety monitoring networks coordinated by WHO. For AI/ML applications, OAE provides structured labels for training natural language processing models to extract adverse event mentions from clinical notes, social media posts, and regulatory documents, enables knowledge graph construction linking drugs, vaccines, adverse events, and patient characteristics for predictive safety modeling, and supports explainable AI systems that generate human-interpretable safety signals by reasoning over ontology-encoded mechanistic pathways connecting interventions to adverse outcomes, ultimately enhancing patient safety through earlier detection and characterization of intervention-related harms.	True	False	https://github.com/OAE-ontology/OAE/	https://github.com/OAE-ontology/OAE/																
B2AI_STANDARD:517	B2AI_STANDARD:OntologyOrVocabulary	OBCS	Ontology of Biological and Clinical Statistics	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Biological and clinical statistics.	True	False	https://github.com/obcs/obcs	https://github.com/obcs/obcs																
B2AI_STANDARD:518	B2AI_STANDARD:OntologyOrVocabulary	OBA	Ontology of Biological Attributes	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A collection of biological attributes (traits) covering all kingdoms of life.	True	False	https://wiki.geneontology.org/index.php/Extensions/x-attribute	https://github.com/obophenotype/bio-attribute-ontology																
B2AI_STANDARD:519	B2AI_STANDARD:OntologyOrVocabulary	OGSF	Ontology of Genetic Susceptibility Factor	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	An application ontology to represent genetic susceptibility to a specific disease, adverse event, or a pathological process.	True	False	https://github.com/linikujp/OGSF	https://github.com/linikujp/OGSF																
B2AI_STANDARD:520	B2AI_STANDARD:OntologyOrVocabulary	OHPI	Ontology of Host Pathogen Interactions	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Host-pathogen interactions and virulence factors.	True	False	https://github.com/OHPI/ohpi	https://github.com/OHPI/ohpi										doi:10.1093/nar/gky999						
B2AI_STANDARD:521	B2AI_STANDARD:OntologyOrVocabulary	OHMI	Ontology of Host-Microbiome Interactions	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Entities and relations related to microbiomes, microbiome host organisms (e.g., human and mouse), and the interactions between the hosts and microbiomes at different conditions.	True	False	https://github.com/ohmi-ontology/ohmi	https://github.com/ohmi-ontology/ohmi																
B2AI_STANDARD:522	B2AI_STANDARD:OntologyOrVocabulary	OMRSE	Ontology of Medically Related Social Entities	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	This ontology covers the domain of social entities that are related to health care, such as demographic information and the roles of various...	True	False	https://github.com/ufbmi/OMRSE/wiki/OMRSE-Overview	https://github.com/ufbmi/OMRSE										doi:10.1186/s13326-016-0087-8						
B2AI_STANDARD:523	B2AI_STANDARD:OntologyOrVocabulary	OOSTT	Ontology of Organizational Structures of Trauma centers and Trauma systems	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Organizational components of trauma centers and trauma systems.	True	False	https://github.com/OOSTT/OOSTT	https://github.com/OOSTT/OOSTT														[B2AI_ORG:96]		
B2AI_STANDARD:524	B2AI_STANDARD:OntologyOrVocabulary	OPMI	Ontology of Precision Medicine and Investigation	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Entities and relations associated with precision medicine and related investigations at different conditions.	True	False	https://github.com/OPMI/opmi	https://github.com/OPMI/opmi																
B2AI_STANDARD:525	B2AI_STANDARD:OntologyOrVocabulary	ORNASEQ	Ontology of RNA Sequencing	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:33]	An application ontology designed to annotate next-generation sequencing experiments performed on RNA.	True	False	https://github.com/safisher/ornaseq	https://github.com/safisher/ornaseq																
B2AI_STANDARD:526	B2AI_STANDARD:OntologyOrVocabulary	OVAE	Ontology of Vaccine Adverse Events	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:4|B2AI_TOPIC:7]	A biomedical ontology in the domain of vaccine adverse events.	True	False	https://github.com/OVAE-Ontology/ovae	https://github.com/OVAE-Ontology/ovae																
B2AI_STANDARD:527	B2AI_STANDARD:OntologyOrVocabulary	OHD	Oral Health and Disease Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:7]	Content of dental practice health records.	True	False	https://github.com/oral-health-and-disease-ontologies/ohd-ontology	https://github.com/oral-health-and-disease-ontologies/ohd-ontology										doi:10.1186/s13326-020-00222-0						
B2AI_STANDARD:528	B2AI_STANDARD:OntologyOrVocabulary	ORDO	Orphanet Rare Disease Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:7]	The Orphanet Rare Disease ontology (ORDO) is jointly developed by Orphanet and the EBI to provide a structured vocabulary for rare diseases capturing relationships between diseases, genes and other relevant features which will form a useful resource for the computational analysis of rare diseases.	True	False	https://bioportal.bioontology.org/ontologies/ORDO	https://www.orphadata.com/ontologies/														[B2AI_ORG:80]		
B2AI_STANDARD:529	B2AI_STANDARD:OntologyOrVocabulary	PHIPO	Pathogen Host Interaction Phenotype Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Species-neutral phenotypes observed in pathogen-host interactions.	True	False	https://github.com/PHI-base/phipo	https://github.com/PHI-base/phipo										doi:10.1093/nar/gkab1037						
B2AI_STANDARD:530	B2AI_STANDARD:OntologyOrVocabulary	TRANS	Pathogen Transmission Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:7]	An ontology representing the disease transmission process during which the pathogen is transmitted directly or indirectly.	True	False	https://github.com/DiseaseOntology/PathogenTransmissionOntology	https://github.com/DiseaseOntology/PathogenTransmissionOntology										doi:10.1093/nar/gkp832						
B2AI_STANDARD:531	B2AI_STANDARD:OntologyOrVocabulary	PW	Pathway ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:21]	A controlled vocabulary for annotating gene products to pathways.	True	False	http://rgd.mcw.edu/rgdweb/ontology/search.html	https://github.com/rat-genome-database/PW-Pathway-Ontology										doi:10.1186/2041-1480-5-7						
B2AI_STANDARD:532	B2AI_STANDARD:OntologyOrVocabulary	PSDO	Performance Summary Display Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:4]	Ontology to reproducibly study visualizations of clinical performance	True	False	https://github.com/Display-Lab/psdo	https://github.com/Display-Lab/psdo																
B2AI_STANDARD:533	B2AI_STANDARD:OntologyOrVocabulary	PHENIO	Phenomics Integrated Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:3|B2AI_TOPIC:7|B2AI_TOPIC:12|B2AI_TOPIC:21|B2AI_TOPIC:25]	An application ontology for accessing and comparing knowledge concerning phenotypes across species and genetic backgrounds.	True	False	https://github.com/monarch-initiative/phenio	https://github.com/monarch-initiative/phenio														[B2AI_ORG:58]		
B2AI_STANDARD:534	B2AI_STANDARD:OntologyOrVocabulary	PATO	Phenotype And Trait Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:25]	Phenotypic qualities (properties, attributes or characteristics).	True	False	https://github.com/pato-ontology/pato	https://github.com/pato-ontology/pato																
B2AI_STANDARD:535	B2AI_STANDARD:OntologyOrVocabulary	PCO	Population and Community Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Groups of interacting organisms such as populations and communities.	True	False	https://github.com/PopulationAndCommunityOntology/pco	https://github.com/PopulationAndCommunityOntology/pco																
B2AI_STANDARD:536	B2AI_STANDARD:OntologyOrVocabulary	PROCO	Process Chemistry Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:3]	Process chemistry, the chemical field concerned with scaling up laboratory syntheses to commercially viable processes.	True	False	https://github.com/proco-ontology/PROCO	https://github.com/proco-ontology/PROCO																
B2AI_STANDARD:537	B2AI_STANDARD:OntologyOrVocabulary	PSI-MOD	Protein modification	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:26]	PSI-MOD is an ontology consisting of terms that describe protein chemical modifications	True	False	https://www.psidev.info/groups/protein-modifications	https://github.com/HUPO-PSI/psi-mod-CV										doi:10.1038/nbt0808-864				[B2AI_ORG:41]		
B2AI_STANDARD:538	B2AI_STANDARD:OntologyOrVocabulary	PR	PRotein Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:26]	The Protein Ontology (PR) is a comprehensive formal ontology that provides standardized terminology and semantic relationships for describing protein-related entities across the complete spectrum of protein science. Developed by the PRotein Ontology consortium, PR serves as a unifying framework that integrates protein sequence, structure, and functional information into a coherent knowledge representation system. The ontology encompasses multiple levels of protein organization including protein families and complexes, individual protein molecules, protein domains and regions, post-translational modifications, and protein isoforms generated through alternative splicing or processing. PR maintains extensive cross-references to major protein databases including UniProt, NCBI, and Ensembl, enabling seamless integration with existing protein annotation resources. The ontology supports advanced protein function annotation by providing precise vocabulary for describing enzymatic activities, binding sites, regulatory mechanisms, and cellular localization patterns. PR is essential for proteomics data standardization, comparative protein analysis, functional genomics research, and systems biology applications where consistent protein terminology facilitates data integration, automated reasoning, and knowledge discovery across diverse experimental platforms.	True	False	https://github.com/PROconsortium/PRoteinOntology/	https://github.com/PROconsortium/PRoteinOntology/																
B2AI_STANDARD:539	B2AI_STANDARD:OntologyOrVocabulary	PCL	Provisional Cell Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:2]	Cell types that are provisionally defined by experimental techniques such as single cell or single nucleus transcriptomics.	True	False	https://github.com/obophenotype/provisional_cell_ontology	https://github.com/obophenotype/provisional_cell_ontology																
B2AI_STANDARD:540	B2AI_STANDARD:OntologyOrVocabulary	RBO	Radiation Biology Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:1|B2AI_TOPIC:11]	Effects of radiation on biota in terrestrial and space environments.	True	False	https://github.com/Radiobiology-Informatics-Consortium/RBO	https://github.com/Radiobiology-Informatics-Consortium/RBO																
B2AI_STANDARD:541	B2AI_STANDARD:OntologyOrVocabulary	RadLex	RadLex radiology lexicon	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:4]	A comprehensive set of radiology terms for use in radiology reporting, decision support, data mining, data registries, education and research.	True	True	https://www.rsna.org/practice-tools/data-tools-and-standards/radlex-radiology-lexicon															[B2AI_ORG:85]		
B2AI_STANDARD:542	B2AI_STANDARD:OntologyOrVocabulary	RS	Rat Strain Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Rat Strain Ontology (RS) is a structured vocabulary maintained by the Rat Genome Database (RGD) at the Medical College of Wisconsin, providing standardized nomenclature and hierarchical classification for laboratory rat strains, wild-derived strains, mutant lines, consomic/congenic strains, and transgenic/knockout rat models used in biomedical research, with integration into the OBO Foundry ecosystem supporting cross-species comparative genomics and phenotype studies. RS catalogs 5,000+ rat strains spanning inbred strains with defined genetic backgrounds (Wistar, Sprague-Dawley, Fischer 344, Brown Norway), outbred stocks with genetic heterogeneity, recombinant inbred lines for QTL mapping, consomic strains where complete chromosomes are substituted between strains, and gene-edited models (CRISPR knockouts, transgenic insertions) targeting specific disease mechanisms. The ontology structures strain relationships through \"derived from\" properties linking parent-progeny strains, \"has genetic background\" properties specifying founding strains for congenic lines, and \"model of\" properties connecting strains to disease phenotypes (hypertension, diabetes, cancer susceptibility), enabling navigation of complex breeding schemes and genetic derivations. RS terms include strain-specific metadata on phenotypic characteristics (coat color, obesity, behavioral traits), genetic markers (microsatellites, SNPs), tissue/cell sources, husbandry requirements, and availability from repositories (Rat Resource and Research Center, Charles River), facilitating experimental planning and reproducibility. The ontology integrates with RGD's comprehensive annotations linking strains to quantitative trait loci (QTL), genes, pathways, diseases, and phenotypes (Mammalian Phenotype Ontology terms), supporting genome-wide association studies (GWAS), eQTL mapping, and systems genetics analyses that connect genetic variation to physiological endpoints. RS enables translational research by mapping rat models to human disease orthologs, facilitating target validation for drug discovery where rat pharmacology and toxicology data inform human clinical trial design, particularly for cardiovascular disease, neurodegeneration, and metabolic disorders where rat models recapitulate human pathophysiology better than mouse models. In AI/ML applications for precision medicine, RS provides structured metadata for training genomic prediction models that associate strain genotypes with phenotypic outcomes, supports knowledge graph construction linking rat genetic data to human disease mechanisms for cross-species inference, and enables meta-analyses aggregating phenotypic data across studies by standardizing strain identifiers, ultimately accelerating translational discoveries by leveraging the rat's role as a premier mammalian model for human disease research.	True	False	http://rgd.mcw.edu/rgdweb/search/strains.html	https://github.com/rat-genome-database/RS-Rat-Strain-Ontology										doi:10.1186/2041-1480-4-36						
B2AI_STANDARD:543	B2AI_STANDARD:OntologyOrVocabulary	RO	Relation Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Relationship types shared across multiple ontologies.	True	False	https://oborel.github.io/	https://github.com/oborel/obo-relations																
B2AI_STANDARD:544	B2AI_STANDARD:OntologyOrVocabulary	RxNorm	RxNorm	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[codesystem|standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:8]	Medication terminology. Provided through UMLS.	True	True	https://www.nlm.nih.gov/research/umls/rxnorm/index.html															[B2AI_ORG:74]		
B2AI_STANDARD:545	B2AI_STANDARD:OntologyOrVocabulary	SEPIO	Scientific Evidence and Provenance Information Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Scientific Evidence and Provenance Information Ontology (SEPIO) provides a structured framework for representing scientific evidence and provenance information supporting knowledge claims. It supports rich, computable representations of the evidence and provenance behind scientific assertions, particularly for genetic variants and their clinical interpretations.	True	False	https://github.com/monarch-initiative/SEPIO-ontology	https://sepio-framework.github.io/sepio-linkml/		[B2AI_ORG:58]								doi:10.5281/zenodo.5214269	[B2AI_STANDARD:256]					
B2AI_STANDARD:546	B2AI_STANDARD:OntologyOrVocabulary	SSN	Semantic Sensor Network Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	An ontology for describing sensors and their observations, the involved procedures, the studied features of interest, the samples used to do so, and the observed properties, as well as actuators.	True	False	https://www.w3.org/TR/vocab-ssn/	https://github.com/w3c/sdw														[B2AI_ORG:99]		
B2AI_STANDARD:547	B2AI_STANDARD:OntologyOrVocabulary	SO	Sequence types and features ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A structured controlled vocabulary for sequence annotation, for the exchange of annotation data and for the description of sequence objects.	True	False	http://www.sequenceontology.org/	https://github.com/The-Sequence-Ontology/SO-Ontologies										doi:10.1016/j.jbi.2010.03.002						
B2AI_STANDARD:548	B2AI_STANDARD:OntologyOrVocabulary	SCDO	Sickle Cell Disease Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Sickle Cell Disease Ontology (SCDO) provides comprehensive standardized terminology for describing all aspects of sickle cell disease (SCD), a group of inherited hemoglobin disorders affecting millions globally, particularly populations of African, Mediterranean, Middle Eastern, and Indian ancestry. Developed by the H3ABioNet consortium and aligned with OBO Foundry principles, SCDO encompasses genetic variants (HbS, HbC, HbE, beta-thalassemia mutations), disease phenotypes (sickle cell anemia HbSS, HbSC disease, HbS-beta thalassemia, sickle cell trait), clinical manifestations (vaso-occlusive crises, acute chest syndrome, stroke, priapism, splenic sequestration, chronic organ damage), laboratory findings (hemoglobin electrophoresis patterns, reticulocyte counts, bilirubin levels, fetal hemoglobin percentages), complications (pulmonary hypertension, renal dysfunction, avascular necrosis, leg ulcers, retinopathy), treatment modalities (hydroxyurea, blood transfusions, hematopoietic stem cell transplantation, gene therapy, pain management), and patient outcomes (quality of life measures, hospitalization rates, mortality). The ontology integrates genetic, clinical, laboratory, and treatment concepts to support comprehensive SCD patient data management and research. SCDO enables standardized phenotyping for genotype-phenotype correlation studies identifying disease modifiers (fetal hemoglobin levels, alpha-thalassemia co-inheritance, genetic polymorphisms affecting disease severity), facilitates clinical trial recruitment through precise inclusion/exclusion criteria specification, and supports electronic health record integration for automated SCD surveillance and quality improvement initiatives. Applications include natural history studies characterizing disease progression patterns, pharmacogenomics research examining hydroxyurea response variability, health disparities research documenting access to disease-modifying therapies, and global SCD registries enabling cross-population comparisons. SCDO facilitates data harmonization across international SCD cohorts, enabling meta-analyses and collaborative research essential for rare disease studies where no single center has sufficient patient numbers.	True	False	https://scdontology.h3abionet.org/	https://github.com/scdodev/scdo-ontology																
B2AI_STANDARD:549	B2AI_STANDARD:OntologyOrVocabulary	SWO	Software ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Software tools, their types, tasks, versions, provenance and associated data.	True	False	https://github.com/allysonlister/swo	https://github.com/allysonlister/swo										doi:10.1186/2041-1480-5-25						
B2AI_STANDARD:550	B2AI_STANDARD:OntologyOrVocabulary	CFDs	Standard Current Procedural Terminology Consumer Friendly Descriptors	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Translate each code descriptor from the official CPT code set into language that is easily understood by the average patient and/or his or her caregiver. The objective is to simplify the highly technical CPT code descriptors into something more patient-focused and patient-friendly.	False	True	https://commerce.ama-assn.org/catalog/media/Consumer-and-Clinician-Descriptors-in-CPT-Data-Files.pdf			[B2AI_ORG:3]														
B2AI_STANDARD:551	B2AI_STANDARD:OntologyOrVocabulary	STATO	Statistics Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Statistics Ontology (STATO) provides comprehensive standardized vocabulary for statistical methods, experimental design concepts, hypothesis testing procedures, and statistical measures used across life sciences, biomedical research, and data-intensive scientific domains, developed by the ISA-tools community to support reproducible research and transparent reporting of statistical analyses. STATO encompasses five major categories: statistical tests (parametric tests including t-tests, ANOVA, ANCOVA, linear regression, mixed models; non-parametric tests including Mann-Whitney U, Kruskal-Wallis, Wilcoxon signed-rank, Spearman correlation; and specialized methods like survival analysis, multivariate analysis, time series analysis), probability distributions (normal, binomial, Poisson, exponential, chi-square, t-distribution, F-distribution) essential for understanding test assumptions, descriptive statistics (measures of central tendency including mean, median, mode; measures of dispersion including standard deviation, variance, interquartile range; and measures of shape including skewness, kurtosis), data types and variables (categorical/nominal, ordinal, continuous, discrete, dependent/independent variables, covariates, confounding variables), and experimental design concepts (randomization, blocking, replication, control groups, factorial designs, crossover designs, longitudinal studies). STATO provides formal OWL definitions enabling automated reasoning about test conditions of application, linking test selection to data characteristics (e.g., use Mann-Whitney U when comparing two independent groups with non-normal distributions), and capturing assumptions (normality, homoscedasticity, independence) that must be verified before test application. Each statistical method includes textual definitions for human understanding, formal logical definitions for machine reasoning, associated R code snippets via 'R-command' annotations enabling direct implementation, and documentation of appropriate use cases and interpretation guidelines. STATO integrates with BFO (Basic Formal Ontology) as upper-level ontology and OBI (Ontology for Biomedical Investigations) for process definitions, ensuring interoperability across biomedical ontologies. Applications include annotation of analysis methods in ISA-Tab metadata files for omics studies, standardized reporting of statistical procedures in publications to meet journal guidelines (CONSORT, STROBE, ARRIVE), automated validation of statistical analysis workflows in computational notebooks, education and training through formal definitions of statistical concepts with R implementation examples, and text mining of scientific literature to extract statistical method usage patterns. STATO supports reproducibility by precisely specifying analysis procedures, capturing multiple testing correction methods (Bonferroni, Benjamini-Hochberg FDR, permutation tests), effect size measures (Cohen's d, odds ratios, hazard ratios), and confidence interval calculations. The ontology facilitates peer review by enabling reviewers to verify appropriate test selection and assists researchers in choosing correct statistical methods based on study design and data characteristics.	True	False	http://stato-ontology.org/	https://github.com/ISA-tools/stato														[B2AI_ORG:47]		
B2AI_STANDARD:552	B2AI_STANDARD:OntologyOrVocabulary	SYMP	Symptom Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Disease symptoms, with symptoms encompasing perceived changes in function, sensations or appearance reported by a patient.	True	False	http://symptomontologywiki.igs.umaryland.edu/mediawiki/index.php/Main_Page	https://github.com/DiseaseOntology/SymptomOntology										doi:10.1093/nar/gkab1063						
B2AI_STANDARD:553	B2AI_STANDARD:OntologyOrVocabulary	SNOMED CT	Systematized Nomenclature of Medicine - Clinical Terms	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[codesystem|standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:9]	Standard for electronic exchange of clinical health information. Provided through UMLS.	True	True	https://www.nlm.nih.gov/healthit/snomedct/index.html												[B2AI_STANDARD:769]			[B2AI_ORG:74]		
