"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:605","DRiDB","Diabetic retinopathy image database","Reference Data Or Dataset","The Diabetic Retinopathy Image Dataset (DRiDB) has been established to help scientists from around the world to test and develop new image processing methods for early diabetic retinopathy detection in retinal fundus images.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"No","Yes","https://ipg.fer.hr/ipg/resources/image_database",,"doi:10.1109/ISPA.2013.6703830",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:606","DRIONS-DB","Digital Retinal Images for Optic Nerve Segmentation DataBase","Reference Data Or Dataset","The database consists of 110 colour digital retinal images. Initially, it were obtained 124 eye fundus images selected randomly from an eye fundus image base belonging to the Ophthalmology Service at Miguel Servet Hospital, Saragossa (Spain). From this initial image base, all those eye images (14 in total) that had some type of cataract (severe and moderate) were eliminated and, finally, was obtained the image base with 110 images.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","http://www.ia.uned.es/~ejcarmona/DRIONS-DB.html",,"doi:10.1016/j.artmed.2008.04.005",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:607","DRIVE","Digital Retinal Images for Vessel Extraction dataset","Reference Data Or Dataset","40 fundus images; annotations for diabetic retinopathy","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","https://drive.grand-challenge.org/",,"doi:10.1109/TMI.2004.825627",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:608","Drishti-GS","Drishti-GS dataset","Reference Data Or Dataset","A dataset of retinal images which include both normal and glaucomatous eyes and manual segmentations from multiple human experts.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","http://cvit.iiit.ac.in/projects/mip/drishti-gs/mip-dataset2/Home.php",,"doi:10.1109/ISBI.2014.6867807",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:609","eICU-CRD","eICU Collaborative Research Database","Reference Data Or Dataset","Deidentified, multimodal patient data from ICU stays","[""clinicaldata"", ""multimodal"", ""text""]","No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:57""]",,"Yes","Yes","https://eicu-crd.mit.edu/",,,,,,,"No","[""EHR""]","[""MIT-LCP""]",,
"B2AI_STANDARD:610","EmoSynth","EmoSynth","Reference Data Or Dataset","144 audio files labelled by 40 listeners.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://zenodo.org/record/3727593",,"doi:10.1145/3243274.3243277",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:611","ESM Atlas","ESM Metagenomic Atlas","Reference Data Or Dataset","An open atlas of 617 million metagenomic protein structures.",,"No","No","[""B2AI_TOPIC:27""]","[""B2AI_ORG:55""]",,"Yes","No","https://esmatlas.com/",,"doi:10.1101/2022.07.20.500902",,,,,"No","[""Protein Structure Model""]","[""Meta""]",,
"B2AI_STANDARD:612","ECOD","Evolutionary Classification of Protein Domains","Reference Data Or Dataset","A hierarchical classification of protein domains according to their evolutionary relationships. Only proteins with experimentally determined spatial structures from the PDB database are currently classified in ECOD.","[""proteindata""]","No","No","[""B2AI_TOPIC:26""]",,,"Yes","No","http://prodata.swmed.edu/ecod/",,"doi:10.1371/journal.pcbi.1003926",,,,,"No","[""Protein""]",,,
"B2AI_STANDARD:613","FANTOM","FANTOM","Reference Data Or Dataset","Ongoing transcriptome analysis project.",,"No","No","[""B2AI_TOPIC:34""]",,,"Yes","No","https://fantom.gsc.riken.jp/",,"doi:10.1101/gr.254219.119",,,,,"No","[""Transcriptome""]",,,
"B2AI_STANDARD:614","Duke OCT","Farsiu et al. Optical Coherence Tomography dataset","Reference Data Or Dataset","Individual optical coherence tomography images and marking 38400 BScans from 269 age-related macular degeneration patients and 115 normal subjects, their ages, and their corresponding segmentation boundaries on a 5mm diameter centered at the fovea.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","http://people.duke.edu/~sf59/RPEDC_Ophth_2013_dataset.htm",,"doi:10.1016/j.ophtha.2013.07.013",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:615","FSDD","Free Spoken Digit Dataset","Reference Data Or Dataset","4 speakers, 2,000 recordings, 50 of each digit per speaker.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/Jakobovski/free-spoken-digit-dataset",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:616","G1020","G1020 dataset","Reference Data Or Dataset","1020 high resolution colour fundus images and provides ground truth annotations for glaucoma diagnosis, optic disc and optic cup segmentation, vertical cup-to-disc ratio, size of neuroretinal rim in inferior, superior, nasal and temporal quadrants, and bounding box location for optic disc.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"No","No","https://www.dfki.uni-kl.de/g1020",,"doi:10.1109/IJCNN48605.2020.9207664",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:617","GRCh38","GENCODE24 (GRCh38) reference genome","Reference Data Or Dataset","The goal of the GENCODE project is to identify and classify all gene features in the human and mouse genomes with high accuracy based on biological evidence, and to release these annotations for the benefit of biomedical research and genome interpretation.","[""referencegenome""]","No","No","[""B2AI_TOPIC:13""]",,,"Yes","No","https://www.gencodegenes.org/human/release_24.html",,,,,,,"No","[""Genome""]",,,
"B2AI_STANDARD:618","GEMEP","GEneva Multimodal Emotion Portrayals corpus","Reference Data Or Dataset","10 actors portraying 10 states and 12 emotions","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","https://www.unige.ch/cisa/gemep",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:619","GIC","Genomic Information Commons","Reference Data Or Dataset","A continuously updating, queryable, federated genomic data commons.",,"No","No","[""B2AI_TOPIC:13"", ""B2AI_TOPIC:25"", ""B2AI_TOPIC:35""]",,,"No","Yes","https://www.genomicinformationcommons.org/",,,,,,,"No","[""Genome"", ""Phenotype"", ""Variant""]",,,
"B2AI_STANDARD:620","GTex","Genotype Tissue Expression project","Reference Data Or Dataset","The Genotype-Tissue Expression (GTEx) project is an ongoing effort to build a comprehensive public resource to study tissue-specific gene expression and regulation. Samples were collected from 54 non-diseased tissue sites across nearly 1000 individuals, primarily for molecular assays including WGS, WES, and RNA-Seq.",,"No","No","[""B2AI_TOPIC:34""]",,,"Yes","No","https://gtexportal.org/home/",,"doi:10.1038/ng.2653.",,,,,"No","[""Transcriptome""]",,,
"B2AI_STANDARD:621","AudioSet","Google AudioSet","Reference Data Or Dataset","dataset of manually-annotated audio events","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]","[""B2AI_ORG:37""]",,"Yes","No","https://research.google.com/audioset/",,"doi:10.1109/ICASSP.2017.7952261",,,,,"No","[""Voice""]","[""Google""]",,
"B2AI_STANDARD:622","HCUP","Healthcare Cost and Utilization Project","Reference Data Or Dataset","The Healthcare Cost and Utilization Project (HCUP) includes the largest collection of longitudinal hospital care data in the United States.","[""clinicaldata""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:2""]",,"No","Yes","https://www.hcup-us.ahrq.gov/",,,,,,,"No","[""Data""]","[""AHRQ""]",,
"B2AI_STANDARD:623","HRF","High resolution fundus image database","Reference Data Or Dataset","The public database contains at the moment 15 images of healthy patients, 15 images of patients with diabetic retinopathy and 15 images of glaucomatous patients. Binary gold standard vessel segmentation images are available for each image. Also the masks determining field of view (FOV) are provided for particular datasets.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","https://www5.cs.fau.de/research/data/fundus-images/",,"doi:10.1155/2013/154860",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:624","HPOA phenotype","HPOA - Disease Annotations","Reference Data Or Dataset","Annotations on Human Phenotype Ontology terms for Orphanet diseases.",,"No","No","[""B2AI_TOPIC:7"", ""B2AI_TOPIC:25""]","[""B2AI_ORG:58""]",,"Yes","No","https://hpo-annotation-qc.readthedocs.io/en/latest/annotationFormat.html#phenotype-hpoa-format","http://purl.obolibrary.org/obo/hp/hpoa/phenotype.hpoa",,,,,,"No","[""Disease"", ""Phenotype""]","[""Monarch""]",,
"B2AI_STANDARD:625","HPOA genes to phenotype","HPOA - Gene to Phenotype Associations","Reference Data Or Dataset","Annotations on Human Phenotype Ontology terms for genes.",,"No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:25""]","[""B2AI_ORG:58""]",,"Yes","No","https://hpo.jax.org/app/data/annotations","http://purl.obolibrary.org/obo/hp/hpoa/genes_to_phenotype.txt",,,,,,"No","[""Gene"", ""Phenotype""]","[""Monarch""]",,
"B2AI_STANDARD:626","HPOA phenotype to genes","HPOA - Phenotype to Gene Associations","Reference Data Or Dataset","Annotations on Human Phenotype Ontology terms for genes.",,"No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:25""]","[""B2AI_ORG:58""]",,"Yes","No","https://hpo.jax.org/app/data/annotations","http://purl.obolibrary.org/obo/hp/hpoa/phenotype_to_genes.txt",,,,,,"No","[""Gene"", ""Phenotype""]","[""Monarch""]",,
"B2AI_STANDARD:627","HCA","Human Cell Atlas","Reference Data Or Dataset","The Human Cell Atlas (HCA) is an international group of researchers using a combination of these new technologies to create cellular reference maps with the position, function and characteristics of every cell type in the human body.",,"No","No","[""B2AI_TOPIC:2""]",,,"Yes","No","https://www.humancellatlas.org/portals/","https://github.com/HumanCellAtlas/","doi:10.7554/eLife.27041",,,,,"No","[""Cell""]",,,
"B2AI_STANDARD:628","HMDB","Human Metabolome Database","Reference Data Or Dataset","A freely available electronic database containing detailed information about small molecule metabolites found in the human body. It is intended to be used for applications in metabolomics, clinical chemistry, biomarker discovery and general education. The database is designed to contain or link three kinds of data - 1) chemical data, 2) clinical data, and 3) molecular biology/biochemistry data.",,"No","No","[""B2AI_TOPIC:17""]",,,"Yes","No","https://hmdb.ca/",,"doi:10.1093/nar/gkab1062",,,,,"No","[""Metabolome""]",,,
"B2AI_STANDARD:629","HPA","Human Protein Atlas","Reference Data Or Dataset","The Human Protein Atlas is a Swedish-based program initiated in 2003 with the aim to map all the human proteins in cells, tissues, and organs using an integration of various omics technologies, including antibody-based imaging, mass spectrometry-based proteomics, transcriptomics, and systems biology. All the data in the knowledge resource is open access to allow scientists both in academia and industry to freely access the data for exploration of the human proteome.","[""proteindata""]","No","No","[""B2AI_TOPIC:26"", ""B2AI_TOPIC:28""]",,,"Yes","No","https://www.proteinatlas.org/",,"doi:10.1126/science.1260419",,,,,"No","[""Protein"", ""Proteome""]",,,
"B2AI_STANDARD:630","IDRiD","Indian Diabetic Retinopathy Image Dataset","Reference Data Or Dataset","Dataset constituting typical diabetic retinopathy lesions and also normal retinal structures annotated at a pixel level.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","https://idrid.grand-challenge.org/","https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid","doi:10.3390/data3030025",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:631","IEMOCAP","Interactive emotional dyadic motion capture database","Reference Data Or Dataset","12 hours of audiovisual data by 10 actors; 5 emotions.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","https://sail.usc.edu/iemocap/iemocap_release.htm",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:632","InterPro","InterPro","Reference Data Or Dataset","InterPro provides functional analysis of proteins by classifying them into families and predicting domains and important sites.","[""proteindata""]","No","No","[""B2AI_TOPIC:26""]","[""B2AI_ORG:29""]",,"Yes","No","https://www.ebi.ac.uk/interpro/",,"doi:10.1093/nar/gkaa977",,,,,"No","[""Protein""]","[""EMBL-EBI""]",,
"B2AI_STANDARD:633","Libri-CSS","Libri-CSS dataset","Reference Data Or Dataset","Derived from LibriSpeech by concatenating the corpus utterances to simulate a conversation and capturing the audio replays with far-field microphones.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/chenzhuo1011/libri_css",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:634","LibriMix","LibriMix dataset","Reference Data Or Dataset","Derived from LibriSpeech. Generated, noisy mixes of speech.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/JorisCos/LibriMix",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:635","Librispeech","Librispeech","Reference Data Or Dataset","A corpus of ~1000 hours of English speech derived from read audiobooks from the LibriVox project.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://www.openslr.org/12",,"doi:10.1109/ICASSP.2015.7178964",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:636","LJ Speech","LJ Speech","Reference Data Or Dataset","A public domain speech dataset consisting of 13,100 short audio clips of a single speaker reading passages from 7 non-fiction books, with transcriptions.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://keithito.com/LJ-Speech-Dataset/",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:637","LGVF","Longitudinal Glaucomatous Visual Field data","Reference Data Or Dataset","Longitudinal visual field data of 139 glaucoma patients.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","http://www.rodrep.com/data-sets.html",,"doi:10.1167/iovs.13-12492",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:638","MIDRC","Medical Imaging and Data Resource Center","Reference Data Or Dataset","A linked-data commons that coordinates access to data and harmonizes data management activities at three critical stages - (1) intake, including curation, de-identification, abstraction, and quality assessment (2) annotation and labelling of images and other data using semi-automated approaches and (3) distributed access and query methods.",,"No","No","[""B2AI_TOPIC:15""]",,,"Yes","Yes","https://www.midrc.org/",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:639","MIMIC","Medical Information Mart for Intensive Care","Reference Data Or Dataset","Deidentified, multimodal patient data","[""clinicaldata"", ""multimodal"", ""text""]","No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:57""]",,"Yes","Yes","https://mimic.mit.edu/",,,,,,,"No","[""EHR""]","[""MIT-LCP""]",,
"B2AI_STANDARD:640","Messidor","Methods to Evaluate Segmentation and Indexing Techniques in the field of Retinal Ophthalmology dataset","Reference Data Or Dataset","The 1200 eye fundus color numerical images of the posterior pole of the Messidor database were acquired by 3 ophthalmologic departments.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","https://www.adcis.net/en/third-party/messidor/",,"doi:10.5566/ias.1155",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:641","MicroLib","MicroLib","Reference Data Or Dataset","A collection of 3D microstructural datasets assembed using a single 2D input slice as training data.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://microlib.io/","https://github.com/tldr-group/microlib","doi:10.1038/s41597-022-01744-1",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:642","MS-SNSD","Microsoft Scalable Noisy Speech Dataset","Reference Data Or Dataset","A noisy speech dataset that can scale to arbitrary sizes depending on the number of speakers, noise types, and Speech to Noise Ratio.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]","[""B2AI_ORG:56""]",,"Yes","No",,"https://github.com/microsoft/MS-SNSD",,,,,,"No","[""Voice""]","[""Microsoft""]",,
"B2AI_STANDARD:643","WFDB","MIMIC Waveform Database for Biomedical Signal Processing","Reference Data Or Dataset","A large collection of physiological signals and measurements from patients in intensive care units, including electrocardiograms, photoplethysmograms, respiration, invasive and non-invasive blood pressure, and more. These measurements and signals are obtained directly from the bedside monitor, and provide a detailed view into the physiology of critically ill patients.","[""clinicaldata"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:37""]","[""B2AI_ORG:57"", ""B2AI_ORG:115"", ""B2AI_ORG:114"", ""B2AI_ORG:117""]",,"Yes","No","https://physionet.org/content/mimic4wdb/0.1.0/",,"doi:10.13026/a2mw-f949",,,,,"Yes","[""Waveform""]","[""MIT-LCP"", ""Salutogenesis Grand Challenge"", ""AI/ML for Clinical Care Grand Challenge"", ""Precision Public Health Grand Challenge""]",,
"B2AI_STANDARD:644","Common Voice","Mozilla Common Voice data","Reference Data Or Dataset","Spoken text from public domain sources.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]","[""B2AI_ORG:59""]",,"Yes","Yes","https://voice.mozilla.org/","https://github.com/common-voice/common-voice","doi:10.48550/arXiv.1912.06670",,,,,"No","[""Voice""]","[""Mozilla""]",,
"B2AI_STANDARD:645","MSP-Podcast","MSP Podcast Corpus","Reference Data Or Dataset","100 hours by over 100 speakers.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","https://ecs.utdallas.edu/research/researchlabs/msp-lab/MSP-Podcast.html",,"doi:10.1109/TAFFC.2017.2736999",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:646","MSP-IMPROV","MSP-IMPROV","Reference Data Or Dataset","20 sentences by 12 actors; 4 emotions, with video","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","https://ecs.utdallas.edu/research/researchlabs/msp-lab/MSP-Improv.html",,"doi:10.1109/TAFFC.2016.2515617",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:647","MuSIC data","Multi-Scale Integrated Cell data","Reference Data Or Dataset","Two central approaches for mapping cellular structure – protein fluorescent imaging and protein biophysical association – each generate extensive datasets but of distinct qualities and resolutions that are typically treated separately. The MuSIC map is designed to address this challenge, by integrating immunofluorescent images in the Human Protein Atlas with ongoing affinity purification experiments from the BioPlex resource. The result is a unified hierarchical map of eukaryotic cell architecture. In the MuSIC hierarchy, nodes represent systems and arrows indicate containment of the lower system by the upper. Node color indicates known (gold) or putative novel (purple) systems. The size of each circle is based on the number of proteins in the system. The relative height of each system in the layout is determined based on the predicted diameter of the system in MuSIC.","[""multimodal""]","No","No","[""B2AI_TOPIC:26"", ""B2AI_TOPIC:28""]",,,"Yes","No","http://doi.org/10.18119/N9188W","https://github.com/idekerlab/MuSIC","doi:10.1038/s41586-021-04115-9",,,,,"No","[""Protein"", ""Proteome""]",,,
"B2AI_STANDARD:648","MELD","Multimodal EmotionLines Dataset","Reference Data Or Dataset","Derived from EmotionLines. Includes more than 1400 dialogues and 13000 utterances from the Friends TV series.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/SenticNet/MELD",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:649","NHANES","National Health and Nutrition Examination Survey","Reference Data Or Dataset","The National Health and Nutrition Examination Survey (NHANES) is a program of studies designed to assess the health and nutritional status of adults and children in the United States. The survey is unique in that it combines interviews and physical examinations. NHANES is a major program of the National Center for Health Statistics (NCHS).","[""clinicaldata""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:14""]",,"Yes","No","https://www.cdc.gov/nchs/nhanes/index.htm",,,,,,,"No","[""Data""]","[""CDC NCHS""]",,
"B2AI_STANDARD:650","PCORNet Data","National Patient-Centered Clinical Research Network data","Reference Data Or Dataset","Clinical data from 9 primary partners.",,"No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:81""]",,"No","Yes","https://pcornet.org/data/",,,,,,,"No","[""Clinical Observations""]","[""PCORI""]",,
"B2AI_STANDARD:651","NISQA-Corpus","NISQA Speech Quality Corpus","Reference Data Or Dataset","14k speech samples with simulated background noise and live degradation conditions.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/gabrielmittag/NISQA/wiki/NISQA-Corpus","doi:10.21437/Interspeech.2021-299",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:652","NLM-Chem-BC7","NLM-Chem BioCreative VII Chemical Identification corpus","Reference Data Or Dataset","204 full-text PubMed Central (PMC) articles, fully annotated for chemical entities by 12 NLM indexers for both span (i.e. named entity recognition) and normalization (i.e. entity linking) using MeSH.",,"No","No","[""B2AI_TOPIC:16"", ""B2AI_TOPIC:3""]","[""B2AI_ORG:74""]",,"Yes","No","https://ftp.ncbi.nlm.nih.gov/pub/lu/NLM-Chem-BC7-corpus/",,"doi:10.1093/database/baac102",,,,,"No","[""Cheminformatics"", ""Literature""]","[""NIH NLM""]",,
"B2AI_STANDARD:653","Noisy","Noisy Dataset","Reference Data Or Dataset","Clean and noisy parallel speech database. Also known as VBD, Voice Bank + DEMAND. Speech samples from VCTK dataset.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://datashare.is.ed.ac.uk/handle/10283/2791",,"doi:10.7488/ds/2117",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:654","OARD","Open annotation for rare diseases dataset","Reference Data Or Dataset","A real-world-data-derived resource with annotation for rare-disease-related phenotypes. This resource is derived from the EHRs of two academic health institutions containing more than 10 million individuals spanning wide age ranges and different disease subgroups. By leveraging ontology mapping and advanced natural-language-processing (NLP) methods, OARD automatically and efficiently extracts concepts for both rare diseases and their phenotypic traits from billing codes and lab tests as well as over 100 million clinical narratives.","[""clinicaldata""]","No","No","[""B2AI_TOPIC:7"", ""B2AI_TOPIC:25""]","[""B2AI_ORG:18""]",,"Yes","No","https://rare.cohd.io/","https://github.com/stormliucong/oard-react","doi:10.1016/j.ajhg.2022.08.002",,,,,"No","[""Disease"", ""Phenotype""]","[""Columbia DBMI""]",,
"B2AI_STANDARD:655","OCTID","Optical Coherence Tomography Image Retinal Database","Reference Data Or Dataset","An open source Optical Coherence Tomography Image Database containing different retinal OCT images with different pathological conditions.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","https://borealisdata.ca/dataverse/OCTID",,"doi:10.48550/arXiv.1812.07056",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:656","ORIGA-light","ORIGA-light dataset","Reference Data Or Dataset","650 retinal images annotated by trained professionals from Singapore Eye Research Institute. A wide collection of image signs, critical for glaucoma diagnosis, are annotated.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"No","No",,,"doi:10.1109/IEMBS.2010.5626137",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:657","PAPILA","PAPILA dataset","Reference Data Or Dataset","Dataset with fundus images and clinical data of both eyes of the same patient for glaucoma assessment","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No",,"https://figshare.com/articles/dataset/PAPILA/14798004/2","doi:10.1038/s41597-022-01388-1",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:658","PD database","Parkinson's speech dataset","Reference Data Or Dataset","Recordings from 20 Parkinson’s Disease patients and 20 healthy subjects.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://archive.ics.uci.edu/ml/datasets/Parkinson+Speech+Dataset+with++Multiple+Types+of+Sound+Recordings",,"doi:10.1109/JBHI.2013.2245674",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:659","PMC OA","PubMed Central Open Access Subset","Reference Data Or Dataset","Biomedical texts","[""text""]","No","No","[""B2AI_TOPIC:16""]","[""B2AI_ORG:74""]",,"Yes","No","https://www.ncbi.nlm.nih.gov/pmc/tools/openftlist/",,,,,,,"No","[""Literature""]","[""NIH NLM""]",,
"B2AI_STANDARD:660","REFUGE","Retinal Fundus Glaucoma Challenge Dataset","Reference Data Or Dataset","1200 fundus images with ground truth segmentations of the optic disc and optic cup, and clinical glaucoma labels.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","https://refuge.grand-challenge.org/",,"doi:10.1016/j.media.2019.101570",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:661","RIGA","Retinal fundus Images for Glaucoma Analysis dataset","Reference Data Or Dataset","750 retinal fundus images.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","https://deepblue.lib.umich.edu/data/concern/data_sets/3b591905z",,"doi:10.1117/12.2293584",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:662","RIM-ONE DL","Retinal IMage database for Optic Nerve Evaluation","Reference Data Or Dataset","313 retinographies from normal subjects and 172 retinographies from patients with glaucoma. All of these images have been assessed by two experts and include a manual segmentation of the disc and cup.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No",,"https://github.com/miag-ull/rim-one-dl","doi:10.5566/ias.2346",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:663","ROC","Retinopathy Online Challenge data","Reference Data Or Dataset","Currently, we have released a first data set, aimed at CAD of microaneurysms and dot hemorrhages. These abnormalities are amongst the first signs of the presence of diabetic retinopathy.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","Yes","http://webeye.ophth.uiowa.edu/ROC/",,"doi:10.1109/TMI.2009.2033909",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:664","RNAseqDB","RNAseqDB","Reference Data Or Dataset","We developed a pipeline that processes and unifies RNA-seq data from different studies. Using the pipeline, we have processed data from the GTEx and TCGA and have successfully corrected for study-specific biases, allowing comparative analysis across studies.",,"No","No","[""B2AI_TOPIC:34""]",,,"Yes","No","https://github.com/mskcc/RNAseqDB","https://github.com/mskcc/RNAseqDB","doi:10.1038/sdata.2018.61",,,,,"No","[""Transcriptome""]",,,
"B2AI_STANDARD:665","SEMAINE","SEMAINE dataset","Reference Data Or Dataset","95 dyadic conversations from 21 subjects. Each subject converses with another playing one of four characters with emotions; 5 FeelTrace annotations - activation, valence, dominance, power, intensity.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","https://semaine-db.eu/",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:666","SemMedDB","Semantic MEDLINE Database","Reference Data Or Dataset","A repository of semantic predications (subject-predicate-object triples) extracted from the entire set of PubMed citations.","[""text""]","No","No","[""B2AI_TOPIC:16""]","[""B2AI_ORG:74""]",,"Yes","Yes","https://lhncbc.nlm.nih.gov/ii/tools/SemRep_SemMedDB_SKR.html","https://github.com/lhncbc/SemRep/tree/master","doi:10.1093/bioinformatics/bts591",,,,,"No","[""Literature""]","[""NIH NLM""]",,
"B2AI_STANDARD:667","GigaSpeech","Speechcollab GigaSpeech","Reference Data Or Dataset","10,000 hours of transcribed audio","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes",,"https://github.com/SpeechColab/GigaSpeech","doi:10.48550/arXiv.2106.06909",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:668","Sound Commander","Spoken Commands dataset","Reference Data Or Dataset","A database of free audio samples of single-word commands, English pronunciations.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/JohannesBuchner/spoken-command-recognition",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:669","SWC","Spoken Wikipedia Corpora","Reference Data Or Dataset","Text-aligned spoken Wikipedia articles.","[""speechdata"", ""text""]","No","No","[""B2AI_TOPIC:16"", ""B2AI_TOPIC:36""]",,,"Yes","No","https://nats.gitlab.io/swc/",,"doi:10.1007/s10579-017-9410-y",,,,,"No","[""Literature"", ""Voice""]",,,
